,FORM_PARENT,FORM_GRAND_PARENT,FORM_CHILD_1,FORM_CHILD_2,FORM_CHILD_3
43818,tem,afirmou,,,
43819,tem,afirmou,acontecer,rápido,de
43820,ser,tem,,,
43821,tem,afirmou,,,
43822,ser,tem,contrário,,
43823,contrário,de,,,
43824,de,ser,o,,
43825,ser,tem,,,
43826,ser,tem,,,
43827,ser,tem,,,
43828,tem,afirmou,,,
43829,afirmou,,,,
43830,,,tem,",",.
43831,afirmou,,,,
43832,leu,,final,,
43833,final,Em,,,
43834,Em,leu,o,de,
43835,final,Em,reunião,,
43836,reunião,de,,,
43837,de,final,a,,
43838,leu,,,,
43839,premiê,leu,,,
43840,leu,,o,italiano,","
43841,premiê,leu,,,
43842,premiê,leu,,,
43843,premiê,leu,,,
43844,premiê,leu,,,
43845,,,Em,",",premiê
43846,documento,leu,,,
43847,leu,,um,de,
43848,documento,leu,parágrafos,,
43849,parágrafos,de,,,
43850,de,documento,45,",",consideram
43851,parágrafos,de,,,
43852,consideram,parágrafos,o_qual,,
43853,por,consideram,,,
43854,países,consideram,,,
43855,consideram,parágrafos,140,,
43856,parágrafos,de,por,países,é
43857,é,consideram,,,
43858,crime,é,,,
43859,é,consideram,o,organizado,
43860,crime,é,,,
43861,consideram,parágrafos,que,crime,inimigo
43862,inimigo,é,,,
43863,inimigo,é,,,
43864,é,consideram,o,maior,de
43865,inimigo,é,democracias,,
43866,democracias,de,,,
43867,de,inimigo,as,,
43868,leu,,,,
43869,,,é,,
43870,é,Saiba,,,
43871,Saiba,,quem,Barrichello,
43872,é,Saiba,,,
43873,começou,,em,",",em
43874,Nascido,começou,dia,,
43875,dia,em,,,
43876,em,Nascido,o,23,de
43877,dia,em,,,
43878,dia,em,maio,,
43879,de,dia,de,,
43880,maio,de,1972,,
43881,de,maio,,,
43882,Nascido,começou,,,
43883,Nascido,começou,São_Paulo,,
43884,em,Nascido,,,
43885,Nascido,começou,,,
43886,começou,,,,
43887,,,Nascido,Rubens_Gonçalves_Barrichello,carreira
43888,carreira,começou,,,
43889,começou,,sua,automobilística,
43890,carreira,começou,,,
43891,começou,,kart,,
43892,kart,em,,,
43893,em,começou,o,,
43894,começou,,,,
43895,começou,,81,,
43896,em,começou,",",foi,
43897,81,em,,,
43898,foi,81,,,
43899,81,em,quando,campeão,
43900,campeão,foi,,,
43901,foi,81,vice-,júnior,de
43902,campeão,foi,,,
43903,campeão,foi,capital,,
43904,capital,de,,,
43905,de,campeão,a,paulista,
43906,capital,de,,,
43907,começou,,,,
43908,disputou,,1989,,
43909,Em,disputou,,,
43910,disputou,,,,
43911,disputou,,ganhar,,
43912,após,disputou,títulos,em,
43913,títulos,ganhar,,,
43914,ganhar,após,diversos,paulistas,
43915,títulos,ganhar,e,brasileiros,
43916,paulistas,títulos,,,
43917,paulistas,títulos,,,
43918,ganhar,após,kart,,
43919,kart,em,,,
43920,em,ganhar,o,,
43921,disputou,,,,
43922,disputou,,,,
43923,,,Em,",",após
43924,Campeonato_Brasileiro_de_Fórmula_Ford,disputou,,,
43925,disputou,,o,,
43926,disputou,,,,
43927,disputou,,em,,
43928,terminando,disputou,lugar,,
43929,lugar,em,,,
43930,em,terminando,quarto,,
43931,disputou,,,,
43932,é,,,,
43933,,,Marcos_Augusto_Gonçalves,editor,
43934,é,,de,,
43935,editor,é,Revista_da_Folha,,
43936,Revista_da_Folha,de,,,
43937,de,editor,a,,
43938,multa,,,,
43939,,,Blitz,lojas,em
43940,lojas,multa,,,
43941,multa,,duas,,
43942,multa,,shopping,,
43943,em,multa,,,
43944,multa,,DF,,
43945,DF,em,,,
43946,em,multa,o,,
43947,Sunab,autuou,,,
43948,autuou,,A,(,Superintendência_Nacional_de_Abastecimento
43949,Sunab,autuou,,,
43950,Sunab,autuou,,,
43951,Sunab,autuou,,,
43952,,,Sunab,sábado,lojas
43953,autuou,,,,
43954,lojas,autuou,,,
43955,autuou,,duas,de,
43956,lojas,autuou,ParK_Shopping,,
43957,ParK_Shopping,de,,,
43958,de,lojas,o,,
43959,autuou,,,,
43960,autuou,,Brasília,,
43961,em,autuou,,,
43962,autuou,,,,
43963,apresentavam,,,,
43964,apresentavam,,,,
43965,,,Ambas,não,preços
43966,apresentavam,,de,,
43967,preços,apresentavam,produtos,,
43968,de,preços,expostos,,
43969,produtos,de,em,,
43970,expostos,produtos,vitrines,,
43971,vitrines,em,,,
43972,em,expostos,as,,
43973,apresentavam,,,,
43974,multa,pode,,,
43975,pode,,A,para,
43976,multa,pode,lojistas,,
43977,para,multa,descumprirem,,
43978,descumprirem,lojistas,,,
43979,lojistas,para,que,determinação,
43980,determinação,descumprirem,,,
43981,descumprirem,lojistas,a,,
43982,,,multa,chegar,.
43983,pode,,a,,
43984,chegar,pode,R$,,
43985,a,chegar,mil,,
43986,mil,R$,,,
43987,R$,a,128,,
43988,pode,,,,
43989,dois,árbitros,,,
43990,árbitros,resolveram,Apenas,,
43991,resolveram,,dois,,
43992,,,árbitros,contar,","
43993,resolveram,,podres,,
43994,podres,contar,,,
43995,podres,contar,,,
43996,contar,resolveram,todos,os,
43997,resolveram,,,,
43998,tem,resolveram,,,
43999,federação,tem,,,
44000,tem,resolveram,a,,
44001,resolveram,,enquanto,federação,70
44002,70,tem,,,
44003,tem,resolveram,mais_de,,
44004,resolveram,,,,
44005,faturam,,números,,
44006,Segundo,faturam,de,,
44007,números,Segundo,ONU,,
44008,ONU,de,,,
44009,de,números,a,,
44010,faturam,,,,
44011,cartéis,faturam,,,
44012,faturam,,os,de,como
44013,cartéis,faturam,crime,,
44014,crime,de,,,
44015,de,cartéis,o,,
44016,cartéis,faturam,Máfia,,
44017,Máfia,como,,,
44018,como,cartéis,a,",",Yakuza
44019,Máfia,como,,,
44020,Yakuza,Máfia,,,
44021,Máfia,como,a,japonesa,
44022,Yakuza,Máfia,,,
44023,Máfia,como,,,
44024,cartéis,Máfia,,,
44025,Máfia,como,os,de,","
44026,cartéis,Máfia,Cali,,
44027,de,cartéis,e,Medellín,
44028,Cali,de,,,
44029,Cali,de,,,
44030,cartéis,Máfia,,,
44031,cartéis,Máfia,Colômbia,,
44032,Colômbia,em,,,
44033,em,cartéis,a,,
44034,cartéis,Máfia,,,
44035,,,Segundo,",",cartéis
44036,faturam,,,,
44037,faturam,,bilhões,,
44038,bilhões,US$,,,
44039,US$,faturam,750,,
44040,faturam,,atividades,,
44041,em,faturam,ilícitas,,
44042,atividades,em,,,
44043,faturam,,,,
44044,aplicadas,foram,Eduardo_Lago,,
44045,Segundo,aplicadas,",",superintendente,","
44046,Eduardo_Lago,Segundo,,,
44047,Eduardo_Lago,Segundo,de,,
44048,superintendente,Eduardo_Lago,orgão,,
44049,orgão,de,,,
44050,de,superintendente,o,,
44051,Eduardo_Lago,Segundo,,,
44052,aplicadas,foram,,,
44053,,,aplicadas,multas,.
44054,foram,,Segundo,já,em
44055,multas,foram,,,
44056,foram,,400,,
44057,aplicadas,foram,país,,
44058,país,em,,,
44059,país,em,,,
44060,em,aplicadas,todo,o,
44061,aplicadas,foram,início,,
44062,início,desde,,,
44063,desde,aplicadas,o,de,
44064,início,desde,mês,,
44065,mês,de,,,
44066,de,início,o,,
44067,foram,,,,
44068,produzirá,,,,
44069,,,Mercedes,carro,em
44070,produzirá,,,,
44071,produzirá,,França,,
44072,França,em,,,
44073,em,produzirá,a,,
44074,decisão,foi,,,
44075,foi,,A,,
44076,,,decisão,tomada,","
44077,foi,,por,em,
44078,tomada,foi,conselho,,
44079,conselho,por,,,
44080,por,tomada,o,de,
44081,conselho,por,montadora,,
44082,montadora,de,,,
44083,de,conselho,a,alemã,
44084,montadora,de,,,
44085,foi,,,,
44086,tomada,foi,sexta-feira,,
44087,sexta-feira,em,,,
44088,sexta-feira,em,,,
44089,em,tomada,a,última,
44090,foi,,,,
44091,vai,,,,
44092,ser,vai,,,
44093,vai,,,,
44094,,,«,ele,ser
44095,vai,,Senão,alvo,perder
44096,ser,vai,fácil,de,
44097,alvo,ser,,,
44098,alvo,ser,críticas,,
44099,críticas,de,,,
44100,de,alvo,as,,
44101,perder,ser,,,
44102,time,perder,,,
44103,perder,ser,o,,
44104,ser,vai,se,time,
44105,vai,,,,
44106,vai,,,,
44107,Foi,,,,
44108,,,«,ato,.
44109,ato,Foi,,,
44110,Foi,,um,rigoroso,
44111,rigoroso,ato,,,
44112,ato,Foi,muito,,
44113,Foi,,,,
44114,cumprir,vão,,,
44115,vão,,,,
44116,jogadores,vão,,,
44117,vão,,os,,
44118,,,",",jogadores,cumprir
44119,vão,,Agora,função,por
44120,função,cumprir,,,
44121,cumprir,vão,sua,,
44122,por,cumprir,,,
44123,cumprir,vão,mais,obrigação,e
44124,por,cumprir,,,
44125,por,cumprir,,,
44126,por,por,,,
44127,por,cumprir,não,prazer,
44128,por,por,,,
44129,vão,,,,
44130,vão,,,,
44131,contratos,são,,,
44132,contratos,são,,,
44133,são,,Os,«,de
44134,contratos,são,gaveta,,
44135,de,contratos,,,
44136,contratos,são,,,
44137,contratos,são,,,
44138,contratos,são,por,como,
44139,vistos,contratos,CPI,,
44140,CPI,por,,,
44141,por,vistos,a,,
44142,vistos,contratos,indício,,
44143,indício,como,,,
44144,indício,como,,,
44145,como,vistos,mais,um,de
44146,indício,como,atuavam,,
44147,atuavam,de,,,
44148,empreiteiras,atuavam,,,
44149,atuavam,de,as,,
44150,de,indício,que,empreiteiras,em
44151,atuavam,de,cartel,,
44152,em,atuavam,,,
44153,contratos,são,,,
44154,,,contratos,compromissos,.
44155,são,,sigilosos,entre,
44156,compromissos,são,,,
44157,compromissos,são,empresas,,
44158,empresas,entre,,,
44159,entre,compromissos,as,,
44160,são,,,,
44161,prefere,,críticas,,
44162,críticas,Apesar_de,,,
44163,Apesar_de,prefere,as,,
44164,prefere,,,,
44165,prefere,,,,
44166,,,Apesar_de,",",Vogts
44167,prefere,,discrição,,
44168,discrição,manter,,,
44169,manter,prefere,a,,
44170,prefere,,,,
44171,tem,,,,
44172,tem,,,,
44173,,,«,Beckenbauer,direito
44174,direito,tem,,,
44175,tem,,o,de,
44176,direito,tem,dizer,,
44177,de,direito,quiser,,
44178,quiser,dizer,,,
44179,dizer,de,o_que,,
44180,tem,,,,
44181,tem,,,,
44182,ganha,,em,,
44183,Rodado,ganha,início,,
44184,início,em,,,
44185,em,Rodado,o,de,
44186,início,em,década,,
44187,década,de,,,
44188,de,início,a,de,","
44189,década,de,50,,
44190,de,década,,,
44191,década,de,,,
44192,década,de,áurea,de,
44193,época,década,,,
44194,época,década,macarthismo,,
44195,macarthismo,de,,,
44196,de,época,o,perseguição,e
44197,macarthismo,de,a,,
44198,perseguição,macarthismo,artistas,,
44199,a,perseguição,,,
44200,macarthismo,de,,,
44201,macarthismo,de,comunistas,,
44202,intelectuais,macarthismo,ou,acusados,
44203,comunistas,intelectuais,,,
44204,comunistas,intelectuais,de,,
44205,acusados,comunistas,simpatizar,,
44206,de,acusados,com,,
44207,simpatizar,de,ideologia,,
44208,ideologia,com,,,
44209,com,simpatizar,essa,liderada,
44210,ideologia,com,por,em,
44211,liderada,ideologia,senador,,
44212,senador,por,,,
44213,por,liderada,o,Joseph_McCarthy,
44214,senador,por,,,
44215,liderada,ideologia,EUA,,
44216,EUA,em,,,
44217,em,liderada,os,,
44218,década,de,,,
44219,filme,ganha,,,
44220,ganha,,o,,
44221,,,Rodado,filme,versão
44222,ganha,,para,",",com
44223,versão,ganha,CD-ROM,,
44224,para,versão,,,
44225,versão,ganha,,,
44226,versão,ganha,direito,,
44227,com,versão,a,,
44228,direito,com,material,,
44229,material,a,,,
44230,material,a,,,
44231,a,direito,um,extenso,de
44232,material,a,referência,,
44233,de,material,,,
44234,ganha,,,,
44235,filme,narra,,,
44236,narra,,O,,
44237,,,filme,greve,.
44238,greve,narra,,,
44239,narra,,uma,de,em
44240,greve,narra,mineiros,,
44241,de,greve,,,
44242,greve,narra,cidade,,
44243,cidade,em,,,
44244,em,greve,uma,de,
44245,cidade,em,Novo_México,,
44246,Novo_México,de,,,
44247,de,cidade,o,",",em
44248,Novo_México,de,,,
44249,Novo_México,de,EUA,,
44250,EUA,em,,,
44251,em,Novo_México,os,,
44252,narra,,,,
44253,,,trama,.,
44254,trama,Há,,,
44255,Há,,uma,paralela,","
44256,trama,Há,,,
44257,trama,Há,,,
44258,trama,Há,Ramon,,
44259,com,trama,e,Esperanza,","
44260,Ramon,com,,,
44261,Ramon,com,,,
44262,Ramon,com,,,
44263,Ramon,com,separa,,
44264,separa,casal,,,
44265,separa,casal,greve,,
44266,greve,após,,,
44267,após,separa,a,,
44268,separa,casal,,,
44269,casal,Ramon,que,após,se
44270,Há,,,,
44271,ocorresse,colocados,,,
44272,ocorresse,colocados,,,
44273,colocados,seriam,Caso,isso,
44274,seriam,,,,
44275,seriam,,,,
44276,,,",",eles,colocados
44277,seriam,,ocorresse,em,chegassem
44278,colocados,seriam,liberdade,,
44279,em,colocados,,,
44280,chegassem,colocados,,,
44281,colocados,seriam,tão_logo,em,
44282,chegassem,colocados,Canadá,,
44283,Canadá,em,,,
44284,em,chegassem,o,,
44285,seriam,,,,
44286,era,,cônsul,,
44287,cônsul,Segundo,,,
44288,Segundo,era,o,,
44289,era,,,,
44290,,,Segundo,",",crescente
44291,era,,,,
44292,pressão,era,,,
44293,era,,a,de,sobre
44294,pressão,era,Congresso,,
44295,Congresso,de,,,
44296,de,pressão,o,norte-americano,
44297,Congresso,de,,,
44298,pressão,era,Departamento_de_Estado,,
44299,Departamento_de_Estado,sobre,,,
44300,sobre,pressão,o,,
44301,pressão,era,adotasse,,
44302,adotasse,para,,,
44303,adotasse,para,,,
44304,para,pressão,que,se,política
44305,política,adotasse,,,
44306,adotasse,para,uma,idêntica,
44307,política,adotasse,a,,
44308,idêntica,política,a,,
44309,a,idêntica,de,,
44310,a,a,Brasil,,
44311,Brasil,de,,,
44312,de,a,o,,
44313,era,,,,
44314,Queremos,,,,
44315,,,«,dar,.
44316,Queremos,,visto,por,
44317,visto,dar,,,
44318,dar,Queremos,um,,
44319,dar,Queremos,anos,,
44320,anos,por,,,
44321,por,dar,dez,,
44322,Queremos,,,,
44323,,,eficiente,.,
44324,eficiente,É,,,
44325,É,,mais,do_que,
44326,eficiente,É,por,,
44327,do_que,eficiente,anos,,
44328,anos,por,,,
44329,anos,por,,,
44330,por,do_que,apenas,quatro,
44331,É,,,,
44332,,,sendo,",",","
44333,Estamos,,forçados,,
44334,sendo,Estamos,ao_invés,a,
44335,Estamos,,,,
44336,forçados,sendo,,,
44337,Estamos,,,,
44338,forçados,sendo,reduzir,,
44339,a,forçados,prazo,para,
44340,prazo,reduzir,,,
44341,reduzir,a,o,,
44342,reduzir,a,meses,,
44343,meses,para,,,
44344,para,reduzir,três,,
44345,Estamos,,,,
44346,jogador,era,,,
44347,era,,Um,estava,
44348,estava,jogador,,,
44349,jogador,era,que,em,
44350,estava,jogador,planos,,
44351,planos,em,,,
44352,em,estava,os,de,
44353,planos,em,Pepe,,
44354,de,planos,,,
44355,,,jogador,meia,.
44356,meia,era,,,
44357,era,,o,Carlos_Alberto_Dias,
44358,meia,era,",",acabou,
44359,Carlos_Alberto_Dias,meia,,,
44360,acabou,Carlos_Alberto_Dias,,,
44361,Carlos_Alberto_Dias,meia,que,indo,","
44362,acabou,Carlos_Alberto_Dias,para,vetou,
44363,indo,acabou,Flamengo,,
44364,Flamengo,para,,,
44365,para,indo,o,,
44366,acabou,Carlos_Alberto_Dias,,,
44367,vetou,indo,,,
44368,diretoria,vetou,,,
44369,vetou,indo,a,de,
44370,diretoria,vetou,Santos,,
44371,Santos,de,,,
44372,de,diretoria,o,,
44373,indo,acabou,já_que,diretoria,nome
44374,nome,vetou,,,
44375,nome,vetou,,,
44376,vetou,indo,o,seu,
44377,era,,,,
44378,é,,momento,,
44379,momento,Em,,,
44380,Em,é,o,,
44381,é,,,,
44382,é,,",",jogador,","
44383,Pelé,é,,,
44384,jogador,Pelé,,,
44385,jogador,Pelé,,,
44386,Pelé,é,o,maior,de
44387,jogador,Pelé,história,,
44388,história,de,,,
44389,de,jogador,a,de,
44390,história,de,equipe,,
44391,equipe,de,,,
44392,de,história,a,,
44393,Pelé,é,,,
44394,,,Em,",",Pelé
44395,é,,,,
44396,esperança,é,,,
44397,esperança,é,,,
44398,é,,a,maior,de
44399,esperança,é,time,,
44400,time,de,,,
44401,de,esperança,um,forte,
44402,time,de,,,
44403,é,,,,
44404,esteve,,semana,,
44405,semana,Durante,,,
44406,Durante,esteve,esta,,
44407,esteve,,,,
44408,dirigente,esteve,,,
44409,dirigente,esteve,,,
44410,esteve,,o,agora,
44411,,,Durante,",",dirigente
44412,esteve,,Japão,,
44413,Japão,em,,,
44414,em,esteve,o,,
44415,esteve,,,,
44416,esteve,,busca,,
44417,em,esteve,de,,
44418,busca,em,empresa,,
44419,empresa,de,,,
44420,de,busca,uma,invista,
44421,invista,empresa,,,
44422,invista,empresa,,,
44423,invista,empresa,futuro,,
44424,futuro,em,,,
44425,em,invista,o,,
44426,invista,empresa,,,
44427,empresa,de,que,",",em
44428,invista,empresa,Santos,,
44429,Santos,em,,,
44430,em,invista,o,,
44431,esteve,,,,
44432,firmou,,,,
44433,firmou,,,,
44434,time,firmou,,,
44435,firmou,,o,,
44436,,,Recentemente,",",time
44437,contrato,firmou,,,
44438,firmou,,um,de,com
44439,contrato,firmou,US$,,
44440,de,contrato,mil,mensais,
44441,mil,US$,,,
44442,US$,de,50,,
44443,US$,de,,,
44444,contrato,firmou,Lousano,,
44445,Lousano,com,,,
44446,com,contrato,a,,
44447,contrato,firmou,,,
44448,vale,contrato,,,
44449,contrato,firmou,que,até,
44450,vale,contrato,fim,,
44451,fim,até,,,
44452,até,vale,o,de,
44453,fim,até,Campeonato_Paulista,,
44454,Campeonato_Paulista,de,,,
44455,de,fim,o,,
44456,firmou,,,,
44457,crescerão,,Ministério_da_Fazenda,,
44458,Ministério_da_Fazenda,Em,,,
44459,Em,crescerão,o,,
44460,crescerão,,,,
44461,despesas,crescerão,,,
44462,crescerão,,as,,
44463,,,Em,",",despesas
44464,crescerão,,US$,para,(
44465,de,crescerão,bilhões,em,
44466,bilhões,US$,,,
44467,US$,de,"1,13",,
44468,US$,de,93,,
44469,em,US$,,,
44470,de,crescerão,US$,,
44471,para,de,bilhões,em,
44472,bilhões,US$,,,
44473,US$,para,"1,36",,
44474,US$,para,94,,
44475,em,US$,,,
44476,de,crescerão,,,
44477,de,crescerão,,,
44478,$%,de,,,
44479,$%,de,,,
44480,de,crescerão,mais,"20,07",
44481,de,crescerão,,,
44482,crescerão,,,,
44483,é,,Planejamento,,
44484,Planejamento,Em,,,
44485,Em,é,o,,
44486,é,,,,
44487,crescimento,é,,,
44488,é,,o,,
44489,,,Em,",",crescimento
44490,é,,$%,,
44491,$%,de,,,
44492,de,é,"33,19",,
44493,é,,,,
44494,é,,despesas,de,
44495,despesas,elevando,,,
44496,elevando,é,as,,
44497,elevando,é,US$,para,
44498,de,elevando,milhões,em,
44499,milhões,US$,,,
44500,US$,de,"87,6",,
44501,US$,de,93,,
44502,em,US$,,,
44503,de,elevando,US$,,
44504,para,de,milhões,em,
44505,milhões,US$,,,
44506,US$,para,"116,69",,
44507,US$,para,94,,
44508,em,US$,,,
44509,é,,,,
44510,há,,contrato,,
44511,contrato,Além_de,,,
44512,Além_de,há,o,com,
44513,contrato,Além_de,Servaz,,
44514,Servaz,com,,,
44515,com,contrato,a,,
44516,há,,,,
44517,,,Além_de,",",outros
44518,há,,de,,
44519,outros,há,tipo,,
44520,tipo,de,,,
44521,tipo,de,,,
44522,de,outros,o,mesmo,
44523,há,,,,
44524,há,,empreiteiras,,
44525,empreiteiras,envolvendo,,,
44526,envolvendo,há,mais,,
44527,há,,,,
44528,deputado,divulgou,,,
44529,divulgou,,O,Aloizio_Mercadante,(
44530,deputado,divulgou,,,
44531,deputado,divulgou,,,
44532,deputado,divulgou,,,
44533,deputado,divulgou,,,
44534,,,deputado,ontem,números
44535,divulgou,,,,
44536,divulgou,,de,sobre,
44537,números,divulgou,Tesouro,,
44538,Tesouro,de,,,
44539,de,números,o,,
44540,números,divulgou,execução,,
44541,execução,sobre,,,
44542,sobre,números,a,orçamentária,de
44543,execução,sobre,,,
44544,execução,sobre,janeiro,a,
44545,de,execução,,,
44546,de,execução,novembro,,
44547,a,de,de,,
44548,novembro,a,1993,,
44549,de,novembro,,,
44550,divulgou,,,,
44551,divulgou,,conseguiu,,
44552,conseguiu,demonstrando,,,
44553,governo,conseguiu,,,
44554,conseguiu,demonstrando,o,,
44555,demonstrando,divulgou,que,governo,superávit
44556,superávit,conseguiu,,,
44557,conseguiu,demonstrando,um,operacional,de
44558,superávit,conseguiu,,,
44559,superávit,conseguiu,US$,,
44560,de,superávit,bilhões,,
44561,bilhões,US$,,,
44562,US$,de,"9,2",,
44563,conseguiu,demonstrando,período,,
44564,período,em,,,
44565,em,conseguiu,este,,
44566,divulgou,,,,
44567,esteja,escolhido,,,
44568,escolhido,foi,Embora,a,
44569,esteja,escolhido,km,,
44570,km,a,,,
44571,km,a,,,
44572,a,esteja,quase,40,de
44573,km,a,estádio,,
44574,estádio,de,,,
44575,de,km,o,,
44576,foi,,,,
44577,hotel,foi,,,
44578,foi,,o,,
44579,,,",",hotel,escolhido
44580,foi,,esteja,está,
44581,está,escolhido,,,
44582,escolhido,foi,porque,próximo_de,
44583,está,escolhido,California_State_University,,
44584,California_State_University,próximo_de,,,
44585,próximo_de,está,a,",",treinará
44586,California_State_University,próximo_de,,,
44587,treinará,California_State_University,,,
44588,Brasil,treinará,,,
44589,treinará,California_State_University,o,,
44590,California_State_University,próximo_de,onde,Brasil,durante
44591,treinará,California_State_University,semana,,
44592,semana,durante,,,
44593,durante,treinará,esta,,
44594,foi,,,,
44595,delegação,subiu,,,
44596,delegação,subiu,,,
44597,subiu,,Toda,a,
44598,,,delegação,diretamente,para
44599,subiu,,,,
44600,subiu,,quartos,,
44601,quartos,para,,,
44602,para,subiu,os,,
44603,subiu,,,,
44604,jogadores,falaram,,,
44605,falaram,,Os,e,Parreira
44606,jogadores,falaram,,,
44607,jogadores,falaram,,,
44608,falaram,,,,
44609,,,jogadores,não,com
44610,falaram,,imprensa,,
44611,imprensa,com,,,
44612,com,falaram,a,,
44613,falaram,,,,
44614,ganham,,estimular,,
44615,Para,ganham,participação,,
44616,participação,estimular,,,
44617,estimular,Para,a,,
44618,ganham,,,,
44619,ganham,,dias,,
44620,dias,a,,,
44621,dias,a,,,
44622,a,ganham,cada,dois,de
44623,dias,a,trabalho,,
44624,de,dias,,,
44625,meninas,ganham,,,
44626,ganham,,as,,
44627,,,Para,",",a
44628,boneca,ganham,,,
44629,ganham,,uma,,
44630,ganham,,,,
44631,República_Movimento,trabalha,,,
44632,trabalha,,A,de,
44633,República_Movimento,trabalha,Emaús,,
44634,de,República_Movimento,,,
44635,,,República_Movimento,há,com
44636,trabalha,,anos,,
44637,anos,há,,,
44638,há,trabalha,20,,
44639,trabalha,,adolescentes,,
44640,com,trabalha,carentes,,
44641,adolescentes,com,,,
44642,trabalha,,,,
44643,vem,,de,,
44644,Cheia,vem,energia,,
44645,de,Cheia,,,
44646,vem,,,,
44647,interpretação,vem,,,
44648,vem,,a,de,
44649,interpretação,vem,Orquestra_Estadual,,
44650,Orquestra_Estadual,de,,,
44651,de,interpretação,a,de,
44652,Orquestra_Estadual,de,Hungria,,
44653,Hungria,de,,,
44654,de,Orquestra_Estadual,a,,
44655,,,Cheia,",",interpretação
44656,vem,,um_pouco,por,
44657,amortecida,vem,,,
44658,amortecida,vem,artificialidade,,
44659,artificialidade,por,,,
44660,por,amortecida,a,de,
44661,artificialidade,por,gravação,,
44662,gravação,de,,,
44663,de,artificialidade,a,",",de
44664,gravação,de,,,
44665,gravação,de,anos,,
44666,anos,de,,,
44667,anos,de,,,
44668,de,gravação,quase,15,atrás
44669,anos,de,,,
44670,vem,,,,
44671,vem,,,,
44672,vem,,sonoridade,com,
