,FUNC-3,FUNC-2,FUNC-1,FUNC+1,FUNC+2,FUNC+3
48171,P<,>N,>N,STA,SC,P<
48172,>N,>N,SUBJ,SC,P<,PU
48173,>N,SUBJ,STA,P<,PU,N<PRED
48174,SUBJ,STA,SC,PU,N<PRED,>N
48175,STA,SC,P<,N<PRED,>N,P<
48176,SC,P<,PU,>N,P<,PU
48177,P<,PU,N<PRED,P<,PU,
48178,PU,N<PRED,>N,PU,,
48179,N<PRED,>N,P<,,,
48180,,,,ADVL,PU,>N
48181,,,>A,PU,>N,SUBJ
48182,,>A,ADVL,>N,SUBJ,N<
48183,>A,ADVL,PU,SUBJ,N<,STA
48184,ADVL,PU,>N,N<,STA,SUB
48185,PU,>N,SUBJ,STA,SUB,>N
48186,>N,SUBJ,N<,SUB,>N,SUBJ
48187,SUBJ,N<,STA,>N,SUBJ,N<
48188,N<,STA,SUB,SUBJ,N<,ACC
48189,STA,SUB,>N,N<,ACC,ADVL
48190,SUB,>N,SUBJ,ACC,ADVL,>N
48191,>N,SUBJ,N<,ADVL,>N,>N
48192,SUBJ,N<,ACC,>N,>N,P<
48193,N<,ACC,ADVL,>N,P<,PU
48194,ACC,ADVL,>N,P<,PU,
48195,ADVL,>N,>N,PU,,
48196,>N,>N,P<,,,
48197,,,,>N,ACC,N<
48198,,,SUBJ,ACC,N<,>N
48199,,SUBJ,>N,N<,>N,P<
48200,SUBJ,>N,ACC,>N,P<,STA
48201,>N,ACC,N<,P<,STA,>N
48202,ACC,N<,>N,STA,>N,SC
48203,N<,>N,P<,>N,SC,>A
48204,>N,P<,STA,SC,>A,N<
48205,P<,STA,>N,>A,N<,PU
48206,STA,>N,SC,N<,PU,
48207,>N,SC,>A,PU,,
48208,SC,>A,N<,,,
48209,,,,SUBJ,N<,STA
48210,,,>N,N<,STA,PU
48211,,>N,SUBJ,STA,PU,ADVL
48212,>N,SUBJ,N<,PU,ADVL,>N
48213,SUBJ,N<,STA,ADVL,>N,SUBJ
48214,N<,STA,PU,>N,SUBJ,N<
48215,STA,PU,ADVL,SUBJ,N<,PU
48216,PU,ADVL,>N,N<,PU,>N
48217,ADVL,>N,SUBJ,PU,>N,ACC
48218,>N,SUBJ,N<,>N,ACC,N<
48219,SUBJ,N<,PU,ACC,N<,P<
48220,N<,PU,>N,N<,P<,>N
48221,PU,>N,ACC,P<,>N,ACC
48222,>N,ACC,N<,>N,ACC,N<
48223,ACC,N<,P<,ACC,N<,>N
48224,N<,P<,>N,N<,>N,P<
48225,P<,>N,ACC,>N,P<,N<
48226,>N,ACC,N<,P<,N<,>N
48227,ACC,N<,>N,N<,>N,P<
48228,N<,>N,P<,>N,P<,N<ARG
48229,>N,P<,N<,P<,N<ARG,SUBJ
48230,P<,N<,>N,N<ARG,SUBJ,ADVL
48231,N<,>N,P<,SUBJ,ADVL,P<
48232,>N,P<,N<ARG,ADVL,P<,PU
48233,P<,N<ARG,SUBJ,P<,PU,
48234,N<ARG,SUBJ,ADVL,PU,,
48235,SUBJ,ADVL,P<,,,
48236,,,,ADVL,MV,PIV
48237,,,STA,MV,PIV,>N
48238,,STA,ADVL,PIV,>N,P<
48239,STA,ADVL,MV,>N,P<,N<
48240,ADVL,MV,PIV,P<,N<,>N
48241,MV,PIV,>N,N<,>N,P<
48242,PIV,>N,P<,>N,P<,SUB
48243,>N,P<,N<,P<,SUB,ACC
48244,P<,N<,>N,SUB,ACC,>N
48245,N<,>N,P<,ACC,>N,>N
48246,>N,P<,SUB,>N,>N,ACC
48247,P<,SUB,ACC,>N,ACC,CO
48248,SUB,ACC,>N,ACC,CO,CJT
48249,ACC,>N,>N,CO,CJT,>N
48250,>N,>N,ACC,CJT,>N,ACC
48251,>N,ACC,CO,>N,ACC,PU
48252,ACC,CO,CJT,ACC,PU,
48253,CO,CJT,>N,PU,,
48254,CJT,>N,ACC,,,
48255,,,,ADVL,STA,ACC
48256,,,SUBJ,STA,ACC,ADVL
48257,,SUBJ,ADVL,ACC,ADVL,P<
48258,SUBJ,ADVL,STA,ADVL,P<,>N
48259,ADVL,STA,ACC,P<,>N,ACC
48260,STA,ACC,ADVL,>N,ACC,PU
48261,ACC,ADVL,P<,ACC,PU,APP
48262,ADVL,P<,>N,PU,APP,PU
48263,P<,>N,ACC,APP,PU,N<PRED
48264,>N,ACC,PU,PU,N<PRED,N<
48265,ACC,PU,APP,N<PRED,N<,>N
48266,PU,APP,PU,N<,>N,P<
48267,APP,PU,N<PRED,>N,P<,PU
48268,PU,N<PRED,N<,P<,PU,ADVL
48269,N<PRED,N<,>N,PU,ADVL,P<
48270,N<,>N,P<,ADVL,P<,PU
48271,>N,P<,PU,P<,PU,
48272,P<,PU,ADVL,PU,,
48273,PU,ADVL,P<,,,
48274,,,,SUBJ,STA,>N
48275,,,>N,STA,>N,PU
48276,,>N,SUBJ,>N,PU,ACC
48277,>N,SUBJ,STA,PU,ACC,N<
48278,SUBJ,STA,>N,ACC,N<,PU
48279,STA,>N,PU,N<,PU,ADVL
48280,>N,PU,ACC,PU,ADVL,>N
48281,PU,ACC,N<,ADVL,>N,>N
48282,ACC,N<,PU,>N,>N,P<
48283,N<,PU,ADVL,>N,P<,N<
48284,PU,ADVL,>N,P<,N<,>N
48285,ADVL,>N,>N,N<,>N,P<
48286,>N,>N,P<,>N,P<,PU
48287,>N,P<,N<,P<,PU,>N
48288,P<,N<,>N,PU,>N,N<PRED
48289,N<,>N,P<,>N,N<PRED,N<
48290,>N,P<,PU,N<PRED,N<,N<
48291,P<,PU,>N,N<,N<,>N
48292,PU,>N,N<PRED,N<,>N,P<
48293,>N,N<PRED,N<,>N,P<,N<
48294,N<PRED,N<,N<,P<,N<,>N
48295,N<,N<,>N,N<,>N,P<
48296,N<,>N,P<,>N,P<,N<ARGO
48297,>N,P<,N<,P<,N<ARGO,>N
48298,P<,N<,>N,N<ARGO,>N,P<
48299,N<,>N,P<,>N,P<,N<ARGS
48300,>N,P<,N<ARGO,P<,N<ARGS,>N
48301,P<,N<ARGO,>N,N<ARGS,>N,P<
48302,N<ARGO,>N,P<,>N,P<,N<
48303,>N,P<,N<ARGS,P<,N<,>N
48304,P<,N<ARGS,>N,N<,>N,PU
48305,N<ARGS,>N,P<,>N,PU,P<
48306,>N,P<,N<,PU,P<,N<
48307,P<,N<,>N,P<,N<,PU
48308,N<,>N,PU,N<,PU,N<
48309,>N,PU,P<,PU,N<,PASS
48310,PU,P<,N<,N<,PASS,>N
48311,P<,N<,PU,PASS,>N,P<
48312,N<,PU,N<,>N,P<,N<
48313,PU,N<,PASS,P<,N<,P<
48314,N<,PASS,>N,N<,P<,PU
48315,PASS,>N,P<,P<,PU,
48316,>N,P<,N<,PU,,
48317,P<,N<,P<,,,
48318,,,,PU,ADVL,STA
48319,,,UTT,ADVL,STA,ACC
48320,,UTT,PU,STA,ACC,N<
48321,UTT,PU,ADVL,ACC,N<,P<
48322,PU,ADVL,STA,N<,P<,PU
48323,ADVL,STA,ACC,P<,PU,
48324,STA,ACC,N<,PU,,
48325,ACC,N<,P<,,,
48326,,,,STA,MV,ACC
48327,,,ADVL,MV,ACC,N<
48328,,ADVL,STA,ACC,N<,PU
48329,ADVL,STA,MV,N<,PU,
48330,STA,MV,ACC,PU,,
48331,MV,ACC,N<,,,
48332,,,,SA,>N,P<
48333,,,STA,>N,P<,N<
48334,,STA,SA,P<,N<,P<
48335,STA,SA,>N,N<,P<,PU
48336,SA,>N,P<,P<,PU,
48337,>N,P<,N<,PU,,
48338,P<,N<,P<,,,
48339,,,,STA,SA,>N
48340,,,SUBJ,SA,>N,P<
48341,,SUBJ,STA,>N,P<,
48342,SUBJ,STA,SA,P<,,
48343,STA,SA,>N,,,
48344,,,,PU,CO,ADVL
48345,,,UTT,CO,ADVL,>N
48346,,UTT,PU,ADVL,>N,P<
48347,UTT,PU,CO,>N,P<,ADVL
48348,PU,CO,ADVL,P<,ADVL,P<
48349,CO,ADVL,>N,ADVL,P<,>N
48350,ADVL,>N,P<,P<,>N,>N
48351,>N,P<,ADVL,>N,>N,SUBJ
48352,P<,ADVL,P<,>N,SUBJ,N<
48353,ADVL,P<,>N,SUBJ,N<,MV
48354,P<,>N,>N,N<,MV,PU
48355,>N,>N,SUBJ,MV,PU,SUB
48356,>N,SUBJ,N<,PU,SUB,>N
48357,SUBJ,N<,MV,SUB,>N,SUBJ
48358,N<,MV,PU,>N,SUBJ,ADVL
48359,MV,PU,SUB,SUBJ,ADVL,MV
48360,PU,SUB,>N,ADVL,MV,PIV
48361,SUB,>N,SUBJ,MV,PIV,>N
48362,>N,SUBJ,ADVL,PIV,>N,P<
48363,SUBJ,ADVL,MV,>N,P<,PU
48364,ADVL,MV,PIV,P<,PU,ADVL
48365,MV,PIV,>N,PU,ADVL,QUE
48366,PIV,>N,P<,ADVL,QUE,SC
48367,>N,P<,PU,QUE,SC,>N
48368,P<,PU,ADVL,SC,>N,SUBJ
48369,PU,ADVL,QUE,>N,SUBJ,N<
48370,ADVL,QUE,SC,SUBJ,N<,PU
48371,QUE,SC,>N,N<,PU,>N
48372,SC,>N,SUBJ,PU,>N,N<PRED
48373,>N,SUBJ,N<,>N,N<PRED,N<
48374,SUBJ,N<,PU,N<PRED,N<,PU
48375,N<,PU,>N,N<,PU,
48376,PU,>N,N<PRED,PU,,
48377,>N,N<PRED,N<,,,
48378,,,,N<,STA,ACC
48379,,,SUBJ,STA,ACC,MV
48380,,SUBJ,N<,ACC,MV,ACC
48381,SUBJ,N<,STA,MV,ACC,
48382,N<,STA,ACC,ACC,,
48383,STA,ACC,MV,,,
48384,,,,SUBJ,N<,P<
48385,,,>N,N<,P<,PU
48386,,>N,SUBJ,P<,PU,N<
48387,>N,SUBJ,N<,PU,N<,PU
48388,SUBJ,N<,P<,N<,PU,PU
48389,N<,P<,PU,PU,PU,N<PRED
48390,P<,PU,N<,PU,N<PRED,>N
48391,PU,N<,PU,N<PRED,>N,P<
48392,N<,PU,PU,>N,P<,N<
48393,PU,PU,N<PRED,P<,N<,>N
48394,PU,N<PRED,>N,N<,>N,P<
48395,N<PRED,>N,P<,>N,P<,N<
48396,>N,P<,N<,P<,N<,PU
48397,P<,N<,>N,N<,PU,N<PRED
48398,N<,>N,P<,PU,N<PRED,PU
48399,>N,P<,N<,N<PRED,PU,PU
48400,P<,N<,PU,PU,PU,STA
48401,N<,PU,N<PRED,PU,STA,ACC
48402,PU,N<PRED,PU,STA,ACC,MV
48403,N<PRED,PU,PU,ACC,MV,ADVL
48404,PU,PU,STA,MV,ADVL,>N
48405,PU,STA,ACC,ADVL,>N,P<
48406,STA,ACC,MV,>N,P<,N<ARGO
48407,ACC,MV,ADVL,P<,N<ARGO,>N
48408,MV,ADVL,>N,N<ARGO,>N,P<
48409,ADVL,>N,P<,>N,P<,N<
48410,>N,P<,N<ARGO,P<,N<,>N
48411,P<,N<ARGO,>N,N<,>N,P<
48412,N<ARGO,>N,P<,>N,P<,N<
48413,>N,P<,N<,P<,N<,P<
48414,P<,N<,>N,N<,P<,N<
48415,N<,>N,P<,P<,N<,N<
48416,>N,P<,N<,N<,N<,>N
48417,P<,N<,P<,N<,>N,P<
48418,N<,P<,N<,>N,P<,PU
48419,P<,N<,N<,P<,PU,APP
48420,N<,N<,>N,PU,APP,PU
48421,N<,>N,P<,APP,PU,N<PRED
48422,>N,P<,PU,PU,N<PRED,PIV
48423,P<,PU,APP,N<PRED,PIV,P<
48424,PU,APP,PU,PIV,P<,SC
48425,APP,PU,N<PRED,P<,SC,SC
48426,PU,N<PRED,PIV,SC,SC,N<
48427,N<PRED,PIV,P<,SC,N<,P<
48428,PIV,P<,SC,N<,P<,PU
48429,P<,SC,SC,P<,PU,
48430,SC,SC,N<,PU,,
48431,SC,N<,P<,,,
48432,,,,>N,>N,P<
48433,,,ADVL,>N,P<,N<
48434,,ADVL,>N,P<,N<,ADVL
48435,ADVL,>N,>N,N<,ADVL,PIV
48436,>N,>N,P<,ADVL,PIV,>N
48437,>N,P<,N<,PIV,>N,P<
48438,P<,N<,ADVL,>N,P<,PU
48439,N<,ADVL,PIV,P<,PU,SUBJ
48440,ADVL,PIV,>N,PU,SUBJ,STA
48441,PIV,>N,P<,SUBJ,STA,ACC
48442,>N,P<,PU,STA,ACC,MV
48443,P<,PU,SUBJ,ACC,MV,>N
48444,PU,SUBJ,STA,MV,>N,PU
48445,SUBJ,STA,ACC,>N,PU,ACC
48446,STA,ACC,MV,PU,ACC,N<
48447,ACC,MV,>N,ACC,N<,P<
48448,MV,>N,PU,N<,P<,PU
48449,>N,PU,ACC,P<,PU,ADVL
48450,PU,ACC,N<,PU,ADVL,>N
48451,ACC,N<,P<,ADVL,>N,P<
48452,N<,P<,PU,>N,P<,N<ARGO
48453,P<,PU,ADVL,P<,N<ARGO,>N
48454,PU,ADVL,>N,N<ARGO,>N,P<
48455,ADVL,>N,P<,>N,P<,ADVL
48456,>N,P<,N<ARGO,P<,ADVL,P<
48457,P<,N<ARGO,>N,ADVL,P<,SUBJ
48458,N<ARGO,>N,P<,P<,SUBJ,N<
48459,>N,P<,ADVL,SUBJ,N<,SUB
48460,P<,ADVL,P<,N<,SUB,>N
48461,ADVL,P<,SUBJ,SUB,>N,SUBJ
48462,P<,SUBJ,N<,>N,SUBJ,PU
48463,SUBJ,N<,SUB,SUBJ,PU,SUB
48464,N<,SUB,>N,PU,SUB,ADVL
48465,SUB,>N,SUBJ,SUB,ADVL,>N
48466,>N,SUBJ,PU,ADVL,>N,ACC
48467,SUBJ,PU,SUB,>N,ACC,N<
48468,PU,SUB,ADVL,ACC,N<,PU
48469,SUB,ADVL,>N,N<,PU,ACC
48470,ADVL,>N,ACC,PU,ACC,MV
48471,>N,ACC,N<,ACC,MV,PU
48472,ACC,N<,PU,MV,PU,>N
48473,N<,PU,ACC,PU,>N,ACC
48474,PU,ACC,MV,>N,ACC,ADVL
48475,ACC,MV,PU,ACC,ADVL,>N
48476,MV,PU,>N,ADVL,>N,P<
48477,PU,>N,ACC,>N,P<,N<
48478,>N,ACC,ADVL,P<,N<,PU
48479,ACC,ADVL,>N,N<,PU,PU
48480,ADVL,>N,P<,PU,PU,
48481,>N,P<,N<,PU,,
48482,P<,N<,PU,,,
48483,,,,N<,PU,CJT
48484,,,PRED,PU,CJT,N<
48485,,PRED,N<,CJT,N<,>N
48486,PRED,N<,PU,N<,>N,P<
48487,N<,PU,CJT,>N,P<,CO
48488,PU,CJT,N<,P<,CO,CJT
48489,CJT,N<,>N,CO,CJT,N<
48490,N<,>N,P<,CJT,N<,>N
48491,>N,P<,CO,N<,>N,P<
48492,P<,CO,CJT,>N,P<,N<
48493,CO,CJT,N<,P<,N<,>N
48494,CJT,N<,>N,N<,>N,P<
48495,N<,>N,P<,>N,P<,N<
48496,>N,P<,N<,P<,N<,>N
48497,P<,N<,>N,N<,>N,P<
48498,N<,>N,P<,>N,P<,N<
48499,>N,P<,N<,P<,N<,P<
48500,P<,N<,>N,N<,P<,PU
48501,N<,>N,P<,P<,PU,SUBJ
48502,>N,P<,N<,PU,SUBJ,STA
48503,P<,N<,P<,SUBJ,STA,OC
48504,N<,P<,PU,STA,OC,>N
48505,P<,PU,SUBJ,OC,>N,SC
48506,PU,SUBJ,STA,>N,SC,ACC
48507,SUBJ,STA,OC,SC,ACC,N<
48508,STA,OC,>N,ACC,N<,>N
48509,OC,>N,SC,N<,>N,P<
48510,>N,SC,ACC,>N,P<,PU
48511,SC,ACC,N<,P<,PU,>N
48512,ACC,N<,>N,PU,>N,N<PRED
48513,N<,>N,P<,>N,N<PRED,N<
48514,>N,P<,PU,N<PRED,N<,>N
48515,P<,PU,>N,N<,>N,P<
48516,PU,>N,N<PRED,>N,P<,CO
48517,>N,N<PRED,N<,P<,CO,CJT
48518,N<PRED,N<,>N,CO,CJT,>N
48519,N<,>N,P<,CJT,>N,P<
48520,>N,P<,CO,>N,P<,N<
48521,P<,CO,CJT,P<,N<,PU
48522,CO,CJT,>N,N<,PU,
48523,CJT,>N,P<,PU,,
48524,>N,P<,N<,,,
48525,,,,P<,ACC,ACC
48526,,,ADVL,ACC,ACC,PIV
48527,,ADVL,P<,ACC,PIV,>N
48528,ADVL,P<,ACC,PIV,>N,P<
48529,P<,ACC,ACC,>N,P<,CO
48530,ACC,ACC,PIV,P<,CO,CJT
48531,ACC,PIV,>N,CO,CJT,>N
48532,PIV,>N,P<,CJT,>N,P<
48533,>N,P<,CO,>N,P<,N<
48534,P<,CO,CJT,P<,N<,>N
48535,CO,CJT,>N,N<,>N,P<
48536,CJT,>N,P<,>N,P<,N<
48537,>N,P<,N<,P<,N<,>N
48538,P<,N<,>N,N<,>N,P<
48539,N<,>N,P<,>N,P<,N<
48540,>N,P<,N<,P<,N<,>N
48541,P<,N<,>N,N<,>N,P<
48542,N<,>N,P<,>N,P<,PU
48543,>N,P<,N<,P<,PU,SUBJ
48544,P<,N<,>N,PU,SUBJ,STA
48545,N<,>N,P<,SUBJ,STA,ADVL
48546,>N,P<,PU,STA,ADVL,ACC
48547,P<,PU,SUBJ,ADVL,ACC,ADVL
48548,PU,SUBJ,STA,ACC,ADVL,PU
48549,SUBJ,STA,ADVL,ADVL,PU,
48550,STA,ADVL,ACC,PU,,
48551,ADVL,ACC,ADVL,,,
48552,,,,>N,P<,N<
48553,,,ADVL,P<,N<,PU
48554,,ADVL,>N,N<,PU,STA
48555,ADVL,>N,P<,PU,STA,ADVL
48556,>N,P<,N<,STA,ADVL,P<
48557,P<,N<,PU,ADVL,P<,>N
48558,N<,PU,STA,P<,>N,N<PRED
48559,PU,STA,ADVL,>N,N<PRED,N<
48560,STA,ADVL,P<,N<PRED,N<,>N
48561,ADVL,P<,>N,N<,>N,P<
48562,P<,>N,N<PRED,>N,P<,N<
48563,>N,N<PRED,N<,P<,N<,>N
48564,N<PRED,N<,>N,N<,>N,P<
48565,N<,>N,P<,>N,P<,PU
48566,>N,P<,N<,P<,PU,ADVL
48567,P<,N<,>N,PU,ADVL,ADVL
48568,N<,>N,P<,ADVL,ADVL,N<PRED
48569,>N,P<,PU,ADVL,N<PRED,FOC
48570,P<,PU,ADVL,N<PRED,FOC,ACC
48571,PU,ADVL,ADVL,FOC,ACC,ACC
48572,ADVL,ADVL,N<PRED,ACC,ACC,N<
48573,ADVL,N<PRED,FOC,ACC,N<,P<
48574,N<PRED,FOC,ACC,N<,P<,PU
48575,FOC,ACC,ACC,P<,PU,>N
48576,ACC,ACC,N<,PU,>N,N<PRED
48577,ACC,N<,P<,>N,N<PRED,PU
48578,N<,P<,PU,N<PRED,PU,
48579,P<,PU,>N,PU,,
48580,PU,>N,N<PRED,,,
48581,,,,STA,ACC,N<ARGO
48582,,,SUBJ,ACC,N<ARGO,>N
48583,,SUBJ,STA,N<ARGO,>N,P<
48584,SUBJ,STA,ACC,>N,P<,
48585,STA,ACC,N<ARGO,P<,,
48586,ACC,N<ARGO,>N,,,
48587,,,,SUBJ,N<,PU
48588,,,>N,N<,PU,>N
48589,,>N,SUBJ,PU,>N,>N
48590,>N,SUBJ,N<,>N,>N,N<PRED
48591,SUBJ,N<,PU,>N,N<PRED,N<
48592,N<,PU,>N,N<PRED,N<,P<
48593,PU,>N,>N,N<,P<,N<
48594,>N,>N,N<PRED,P<,N<,>N
48595,>N,N<PRED,N<,N<,>N,P<
48596,N<PRED,N<,P<,>N,P<,PU
48597,N<,P<,N<,P<,PU,STA
48598,P<,N<,>N,PU,STA,ACC
48599,N<,>N,P<,STA,ACC,N<
48600,>N,P<,PU,ACC,N<,>N
48601,P<,PU,STA,N<,>N,P<
48602,PU,STA,ACC,>N,P<,N<ARGO
48603,STA,ACC,N<,P<,N<ARGO,>N
48604,ACC,N<,>N,N<ARGO,>N,>N
48605,N<,>N,P<,>N,>N,P<
48606,>N,P<,N<ARGO,>N,P<,N<
48607,P<,N<ARGO,>N,P<,N<,PU
48608,N<ARGO,>N,>N,N<,PU,N<PRED
48609,>N,>N,P<,PU,N<PRED,N<
48610,>N,P<,N<,N<PRED,N<,ADVL
48611,P<,N<,PU,N<,ADVL,P<
48612,N<,PU,N<PRED,ADVL,P<,PU
48613,PU,N<PRED,N<,P<,PU,
48614,N<PRED,N<,ADVL,PU,,
48615,N<,ADVL,P<,,,
48616,,,,SUBJ,STA,>N
48617,,,>N,STA,>N,ACC
48618,,>N,SUBJ,>N,ACC,ADVL
48619,>N,SUBJ,STA,ACC,ADVL,A<
48620,SUBJ,STA,>N,ADVL,A<,P<
48621,STA,>N,ACC,A<,P<,N<
48622,>N,ACC,ADVL,P<,N<,>N
48623,ACC,ADVL,A<,N<,>N,P<
48624,ADVL,A<,P<,>N,P<,N<
48625,A<,P<,N<,P<,N<,P<
48626,P<,N<,>N,N<,P<,CO
48627,N<,>N,P<,P<,CO,CJT
48628,>N,P<,N<,CO,CJT,P<
48629,P<,N<,P<,CJT,P<,N<
48630,N<,P<,CO,P<,N<,>N
48631,P<,CO,CJT,N<,>N,P<
48632,CO,CJT,P<,>N,P<,PU
48633,CJT,P<,N<,P<,PU,
48634,P<,N<,>N,PU,,
48635,N<,>N,P<,,,
48636,,,,PU,>N,SUBJ
48637,,,ADVL,>N,SUBJ,STA
48638,,ADVL,PU,SUBJ,STA,PU
48639,ADVL,PU,>N,STA,PU,
48640,PU,>N,SUBJ,PU,,
48641,>N,SUBJ,STA,,,
48642,,,,PU,ADVL,P<
48643,,,UTT,ADVL,P<,ADVL
48644,,UTT,PU,P<,ADVL,QUE
48645,UTT,PU,ADVL,ADVL,QUE,SUBJ
48646,PU,ADVL,P<,QUE,SUBJ,SUBJ
48647,ADVL,P<,ADVL,SUBJ,SUBJ,ADVL
48648,P<,ADVL,QUE,SUBJ,ADVL,N<
48649,ADVL,QUE,SUBJ,ADVL,N<,SA
48650,QUE,SUBJ,SUBJ,N<,SA,>N
48651,SUBJ,SUBJ,ADVL,SA,>N,>N
48652,SUBJ,ADVL,N<,>N,>N,P<
48653,ADVL,N<,SA,>N,P<,PU
48654,N<,SA,>N,P<,PU,
48655,SA,>N,>N,PU,,
48656,>N,>N,P<,,,
48657,,,,SUBJ,N<,>N
48658,,,>N,N<,>N,P<
48659,,>N,SUBJ,>N,P<,STA
48660,>N,SUBJ,N<,P<,STA,>N
48661,SUBJ,N<,>N,STA,>N,ACC
48662,N<,>N,P<,>N,ACC,N<
48663,>N,P<,STA,ACC,N<,>N
48664,P<,STA,>N,N<,>N,>N
48665,STA,>N,ACC,>N,>N,P<
48666,>N,ACC,N<,>N,P<,OC
48667,ACC,N<,>N,P<,OC,SC
48668,N<,>N,>N,OC,SC,PU
48669,>N,>N,P<,SC,PU,N<
48670,>N,P<,OC,PU,N<,PIV
48671,P<,OC,SC,N<,PIV,>N
48672,OC,SC,PU,PIV,>N,P<
48673,SC,PU,N<,>N,P<,PU
48674,PU,N<,PIV,P<,PU,PU
48675,N<,PIV,>N,PU,PU,
48676,PIV,>N,P<,PU,,
48677,>N,P<,PU,,,
48678,,,,P<,PU,>N
48679,,,ADVL,PU,>N,SUBJ
48680,,ADVL,P<,>N,SUBJ,N<
48681,ADVL,P<,PU,SUBJ,N<,P<
48682,P<,PU,>N,N<,P<,STA
48683,PU,>N,SUBJ,P<,STA,ADVL
48684,>N,SUBJ,N<,STA,ADVL,AUX
48685,SUBJ,N<,P<,ADVL,AUX,MV
48686,N<,P<,STA,AUX,MV,>N
48687,P<,STA,ADVL,MV,>N,ACC
48688,STA,ADVL,AUX,>N,ACC,PU
48689,ADVL,AUX,MV,ACC,PU,
48690,AUX,MV,>N,PU,,
48691,MV,>N,ACC,,,
48692,,,,>N,SUBJ,ADVL
48693,,,PU,SUBJ,ADVL,DAT
48694,,PU,>N,ADVL,DAT,ACC
48695,PU,>N,SUBJ,DAT,ACC,PU
48696,>N,SUBJ,ADVL,ACC,PU,PU
48697,SUBJ,ADVL,DAT,PU,PU,STA
48698,ADVL,DAT,ACC,PU,STA,ADVL
48699,DAT,ACC,PU,STA,ADVL,P<
48700,ACC,PU,PU,ADVL,P<,SUBJ
48701,PU,PU,STA,P<,SUBJ,PU
48702,PU,STA,ADVL,SUBJ,PU,
48703,STA,ADVL,P<,PU,,
48704,ADVL,P<,SUBJ,,,
48705,,,,SUBJ,ACC,STA
48706,,,>N,ACC,STA,ADVL
48707,,>N,SUBJ,STA,ADVL,PIV
48708,>N,SUBJ,ACC,ADVL,PIV,SUB
48709,SUBJ,ACC,STA,PIV,SUB,PU
48710,ACC,STA,ADVL,SUB,PU,SUB
48711,STA,ADVL,PIV,PU,SUB,P<
48712,ADVL,PIV,SUB,SUB,P<,>N
48713,PIV,SUB,PU,P<,>N,ACC
48714,SUB,PU,SUB,>N,ACC,PU
48715,PU,SUB,P<,ACC,PU,X
48716,SUB,P<,>N,PU,X,ACC
48717,P<,>N,ACC,X,ACC,MV
48718,>N,ACC,PU,ACC,MV,OC
48719,ACC,PU,X,MV,OC,N<
48720,PU,X,ACC,OC,N<,P<
48721,X,ACC,MV,N<,P<,CO
48722,ACC,MV,OC,P<,CO,CJT
48723,MV,OC,N<,CO,CJT,>N
48724,OC,N<,P<,CJT,>N,ACC
48725,N<,P<,CO,>N,ACC,N<
48726,P<,CO,CJT,ACC,N<,P<
48727,CO,CJT,>N,N<,P<,ADVL
48728,CJT,>N,ACC,P<,ADVL,>N
48729,>N,ACC,N<,ADVL,>N,P<
48730,ACC,N<,P<,>N,P<,N<
48731,N<,P<,ADVL,P<,N<,>N
48732,P<,ADVL,>N,N<,>N,P<
48733,ADVL,>N,P<,>N,P<,N<
48734,>N,P<,N<,P<,N<,>N
48735,P<,N<,>N,N<,>N,P<
48736,N<,>N,P<,>N,P<,PU
48737,>N,P<,N<,P<,PU,
48738,P<,N<,>N,PU,,
48739,N<,>N,P<,,,
48740,,,,SUBJ,N<ARGS,P<
48741,,,>N,N<ARGS,P<,N<ARGO
48742,,>N,SUBJ,P<,N<ARGO,SUB
48743,>N,SUBJ,N<ARGS,N<ARGO,SUB,P<
48744,SUBJ,N<ARGS,P<,SUB,P<,SC
48745,N<ARGS,P<,N<ARGO,P<,SC,ADVL
48746,P<,N<ARGO,SUB,SC,ADVL,STA
48747,N<ARGO,SUB,P<,ADVL,STA,>N
48748,SUB,P<,SC,STA,>N,ACC
48749,P<,SC,ADVL,>N,ACC,SUBJ
48750,SC,ADVL,STA,ACC,SUBJ,ACC
48751,ADVL,STA,>N,SUBJ,ACC,N<
48752,STA,>N,ACC,ACC,N<,PU
48753,>N,ACC,SUBJ,N<,PU,
48754,ACC,SUBJ,ACC,PU,,
48755,SUBJ,ACC,N<,,,
48756,,,,>N,>N,P<
48757,,,ADVL,>N,P<,PU
48758,,ADVL,>N,P<,PU,APP
48759,ADVL,>N,>N,PU,APP,PU
48760,>N,>N,P<,APP,PU,N<PRED
48761,>N,P<,PU,PU,N<PRED,PU
48762,P<,PU,APP,N<PRED,PU,>N
48763,PU,APP,PU,PU,>N,PU
48764,APP,PU,N<PRED,>N,PU,APP
48765,PU,N<PRED,PU,PU,APP,PU
48766,N<PRED,PU,>N,APP,PU,PU
48767,PU,>N,PU,PU,PU,>N
48768,>N,PU,APP,PU,>N,SUBJ
48769,PU,APP,PU,>N,SUBJ,STA
48770,APP,PU,PU,SUBJ,STA,>N
48771,PU,PU,>N,STA,>N,ACC
48772,PU,>N,SUBJ,>N,ACC,N<
48773,>N,SUBJ,STA,ACC,N<,>N
48774,SUBJ,STA,>N,N<,>N,P<
48775,STA,>N,ACC,>N,P<,PU
48776,>N,ACC,N<,P<,PU,
48777,ACC,N<,>N,PU,,
48778,N<,>N,P<,,,
48779,,,,STA,>N,ACC
48780,,,SUBJ,>N,ACC,ADVL
48781,,SUBJ,STA,ACC,ADVL,P<
